director_name,actor_2_name,gross,actor_1_name,actor_3_name,facenumber_in_poster,budget,imdb_score
Michael Dowse,Neil Maskell,120620,Paul Kaye,Kate Magowan,1,,7.4
Hue Rhodes,Steve Buscemi,100669,Peter Dinklage,Romany Malco,1,3800000,5.8
Shane Meadows,Annette Badland,,Bob Hoskins,Karl Collins,2,,7.1
Roland Emmerich,Caleb Landry Jones,186354,Jeremy Irvine,Matt Craven,0,13500000,4.5
,Colin Ferguson,,Joe Morton,Salli Richardson-Whitfield,2,,7.9
Jugal Hansraj,Sanjay Mishra,55202,Saif Ali Khan,Javed Jaffrey,0,,5.3
Danny Provenzano,Frank Vincent,,Vincent Pastore,Chuck Zito,4,,5.4
Bill Muir,Jansen Panettiere,549632,Alex Kendrick,Tiya Sircar,,,4.8
Richard LaGravenese,Jeremy Jordan,137945,Anna Kendrick,Charly Bivona,7,,5.9
Noah Buschel,Amy Ryan,17580,Merritt Wever,Paul Adelstein,3,1500000,6.2
Brian Yuzna,Kent McCord,,Melinda Clarke,Sarah Douglas,1,2000000,5.9
Hunter Richards,Chris Evans,12667,Jason Statham,Dane Cook,2,14000,6.6
Laurie Collyer,Kate Burton,198407,Brad William Henke,Michelle Hurst,1,2000000,6.6
Bruce McCulloch,Megan Mullally,13973532,Martin Starr,Chris Penn,1,25000000,5.1
Aaron Hann,Michael McLafferty,,Jordi Vilasuso,Kaiwi Lyman-Mersereau,0,,6
James Watkins,Jack O'Connell,5824,Michael Fassbender,Lorraine Stanley,1,,6.8
Catherine Hardwicke,James Kyson,2843,Frances Fisher,Marlene Forte,2,,5.4
Phil Claydon,James Corden,,MyAnna Buring,Silvia Colloca,3,,5.2
Ralph Ziman,Kenneth Nkosi,4958,Rapulana Seiphemo,Robert Hobbs,2,2000000,7.8
John Simpson,Lee Evans,,Colin Salmon,Ian McNeice,1,2000000,6.4
Colin Minihan,Sean Rogerson,,Mackenzie Gray,Ashleigh Gryzko,0,100000,6.1
Conor McMahon,Tommy Knight,,Peter McQuinn,Jemma Curran,0,,5.7
Chris Shadley,William Lee Scott,,Daniel Baldwin,Marc Macaulay,0,2000000,5.5
Simon Napier-Bell,Tim Rice,,Alice Cooper,Louis Walsh,0,2000000,7.4
Woody Allen,Charlotte Rae,,Woody Allen,Louise Lasser,3,2000000,7.1
Simon Yin,Linus Roache,13220,Paul Sheehan,Kathy Uyen,0,,3.9
Jeff Crook,Mario Cimarro,,Nicholas Gonzalez,Ricardo Chavira,1,2000000,4.6
,Tim Daly,,Steven Weber,Amy Yasbeck,5,,7.3
Orson Welles,Everett Sloane,7927,Rita Hayworth,Ted de Corsia,1,2300000,7.7
Dave Payne,Lew Temple,,Mircea Monroe,Robert Pine,0,2000000,4.9
James Cox,M.C. Gainey,,Jake Gyllenhaal,Mark Rolston,3,14000000,6.3
Jonas Åkerlund,Saffron Burrows,,Noel Gugliemi,Matt Lucas,6,2000000,6.1
Brad Copeland,Ben Schwartz,,Sunil Narkar,Glenn Howerton,3,2000000,6.6
Paul Bunnell,Kevin McCarthy,2436,Kate Maberly,Paul Williams,2,2000000,5.7
Phil Morrison,Curtiss Cook,4556,Sally Hawkins,Peter Hermann,1,,5.6
Harald Reinl,Lex Barker,,Christopher Lee,Karin Dor,0,,6
James Cox,Powers Boothe,,Jon Mack,Josh Meyers,3,2000000,5.7
Richard Lester,Zero Mostel,,Buster Keaton,Phil Silvers,0,2000000,7
Michael Moore,Eddie Vedder,,Michael Moore,Steve Earle,0,2000000,5.3
Tanner Beard,Kevin Alejandro,,William McNamara,Glenn Morshower,1,2000000,4.4
Scott Dow,Wray Crawford,,Trenton Rostedt,Dave Sheridan,0,1250000,3.4
Derick Martini,Bella Heathcote,,Kevin Zegers,Tom Arnold,1,2000000,4.5
Jerry Dugan,Michael Aaron Milligan,,Melissa Bolona,James Chalke,0,2000000,3.4
Tim Hunter,Daniel Roebuck,4600000,Keanu Reeves,Ione Skye,2,1900000,7.1
Michael Polish,Anthony Edwards,1420578,Peter Coyote,Jon Gries,0,1900000,6.4
William Kaufman,Mike 'The Miz' Mizanin,,Paul McGillion,David Lewis,2,1950000,5.2
Rodrigo Cortés,Samantha Mathis,1028658,Ryan Reynolds,Erik Palladino,0,3000000,7
Richard Ayoade,Paddy Considine,466702,Craig Roberts,Sally Hawkins,1,,7.3
Jehane Noujaim,Ahmed Hassan,,Khalid Abdalla,Aida Elkashef,0,1500000,8.1
Pascal Arnold,Lizzie Brocheré,18435,Karl E. Landler,Pierre Perrier,5,1400000,5.8
Kimberly Peirce,Judy Greer,35266619,Chloë Grace Moretz,Portia Doubleday,1,30000000,5.9
Remo,Remo,95236,Lauren Gottlieb,Prabhudheva,3,,6.4
Wes Craven,Lin Shaye,26505000,Johnny Depp,Amanda Wyss,1,1800000,7.5
James Marsh,Philippe Petit,2957978,Paul McGill,Jean-Louis Blondeau,0,1000000,7.8
John Laing,Peter Feeney,,Siobhan Marshall,Rachel Nash,5,,6.3
Jamal Hill,Adam Ratcliffe,444044,Logan Browning,Faizon Love,6,1900000,7.2
Daniel Stamm,Ashley Bell,40990055,Caleb Landry Jones,Patrick Fabian,0,1800000,5.6
Sam Taylor-Johnson,Ophelia Lovibond,1445366,Kristin Scott Thomas,Anne-Marie Duff,1,,7.2
Elia Kazan,Karl Malden,,Marlon Brando,Kim Hunter,0,1800000,8
Stanley Kubrick,Slim Pickens,,George C. Scott,Keenan Wynn,0,1800000,8.5
Carlos Carrera,Ana Claudia Talancón,5709616,Damián Alcázar,Pedro Armendáriz Jr.,0,1800000,6.8
Benh Zeitlin,Gina Montana,12784397,Quvenzhané Wallis,Dwight Henry,0,1800000,7.3
J. Lee Thompson,Paul Williams,,Roddy McDowall,Claude Akins,4,1800000,5.5
Maggie Greenwald,David Patrick Kelly,3050934,Aidan Quinn,Jane Adams,1,1800000,7.3
Vera Farmiga,Bill Irwin,841206,Donna Murphy,Michael Chernus,0,,6.3
Vijay Chandar,T.R. Silambarasan,,Hansika Motwani,Brahmanandam,2,150000000,5.1
Morgan Spurlock,J.J. Abrams,638476,Quentin Tarantino,Donald Trump,1,1500000,6.6
Jonathan Wacks,Gary Farmer,,Steve Buscemi,Jon Gries,0,1800000,6.1
Khyentse Norbu,Lhakpa Dorji,505295,Tshewang Dendup,Sonam Kinga,0,1800000,7.5
Ted Post,Bruce Dern,,Clint Eastwood,Alan Hale Jr.,3,1800000,7
Richard Brooks,Jim Backus,,Humphrey Bogart,Kim Hunter,0,,7.2
Tony Krantz,Tom Cavanagh,,George Newbern,Cas Anvar,0,1800000,5.3
Mitchell Altieri,Luke Edwards,,Kimberley Crossman,Bree Williamson,0,,8.7
W.D. Hogan,Keenan Tracey,,Tom Everett Scott,Nicholas Carella,0,1800000,3.4
Corey Grant,Essence Atkins,,Christian Keyes,Tatyana Ali,13,1800000,5.4
Tom Tykwer,Ludger Pistor,7267324,Moritz Bleibtreu,Armin Rohde,1,3500000,7.8
Lucky McKee,Will Estes,145540,James Duval,Nora Zehetner,1,500000,6.7
Richard Boddington,CJ Adams,,Natasha Henstridge,Erin Pitt,3,2000000,4.7
David Hunt,Chris Cleveland,,Matthew Alan,Circus-Szalewski,0,1750000,6.3
Patricia Riggen,Eugenio Derbez,12589108,America Ferrera,Kate del Castillo,1,,7.4
J. Lee Thompson,Gordon Jump,,Roddy McDowall,John Randolph,0,1700000,6.1
Todd Field,Sissy Spacek,35918429,Tom Wilkinson,Karen Allen,1,1700000,7.5
Steven R. Monroe,Chad Lindberg,92401,Sarah Butler,Daniel Franzese,0,2000000,6.3
Mark Illsley,Illeana Douglas,1943649,Ally Walker,Jeremy Northam,3,1700000,6.3
Pawel Pawlikowski,Natalie Press,992238,Paddy Considine,Dean Andrews,0,1700000,6.8
Ritesh Batra,Nimrat Kaur,4231500,Nawazuddin Siddiqui,Lillete Dubey,2,1000000,7.8
Sally Potter,Joan Allen,396035,Shirley Henderson,Stephanie Leonidas,0,1000000,6.9
Frank Capra,Ann Miller,,Jean Arthur,Lionel Barrymore,10,1644736,8
Fred Zinnemann,Donna Reed,,Montgomery Clift,Deborah Kerr,5,1650000,7.8
John Ford,Ben Johnson,,Harry Carey Jr.,Victor McLaglen,1,1600000,7.4
Brad J. Silverman,Michael Welch,2507106,Shawnee Smith,Anthony Reynolds,0,,6.1
Dave Meyers,Clifton Powell,6026908,Eddie Griffin,Marla Gibbs,0,2000000,4.3
David M. Matthews,Lamman Rucker,2592808,Essence Atkins,Tempestt Bledsoe,5,,3.5
Nadine Labaki,Adel Karam,1060591,Yasmine Al Massri,Nadine Labaki,0,1300000,7.2
Lluís Quílez,Pixie Davies,,Stephen Rea,Alejandro Furth,3,,4.7
Eytan Fox,Lior Ashkenazi,155972,Ohad Knoller,Yousef 'Joe' Sweid,0,1500000,7.3
Francis Ford Coppola,Teri Garr,,Harrison Ford,Cindy Williams,2,1600000,7.9
Romesh Sharma,Revathy,129319,Annabelle Wallis,Bhoomika Chawla,4,70000000,5.1
François Truffaut,Jean-Paul Belmondo,26893,Catherine Deneuve,Michel Bouquet,0,1600000,7.2
Adam Goldberg,Marisa Coughlan,2580,Judy Greer,Nicky Katt,2,1650000,5.4
Travis Zariwny,Gage Golightly,,Dustin Ingram,Samuel Davis,0,,3.7
Zack Snyder,Kevin Zegers,58885635,Ty Burrell,Mekhi Phifer,0,26000000,7.4
Adrienne Shelly,Cheryl Hines,19067631,Lew Temple,Eddie Jemison,1,2000000,7.1
Newt Arnold,Donald Gibb,11806119,Bolo Yeung,Ken Siu,1,1100000,6.8
Frank Capra,Jean Arthur,,Claude Rains,Thomas Mitchell,7,1500000,8.2
Larry Clark,Leo Fitzpatrick,7417210,Rosario Dawson,Justin Pierce,1,1500000,7
Noah Baumbach,Elizabeth Meriwether,7362100,William Baldwin,Owen Kline,0,1500000,7.4
Charles Herman-Wurmfeld,Jennifer Westfeldt,7022940,Scott Cohen,Brian Stepanek,1,1000000,6.7
Yimou Zhang,Ni Yan,190666,Honglei Sun,Dahong Ni,1,,5.7
John Stockwell,T.J. Storm,,Matthew Ziff,Sam Medina,5,17000000,9.1
Alfred Hitchcock,Rhonda Fleming,,Norman Lloyd,Leo G. Carroll,1,1696377,7.6
Atom Egoyan,Mia Kirshner,5132222,Bruce Greenwood,Sarah Polley,1,2000000,7.2
Vincent Gallo,Vincent Gallo,2365931,Anjelica Huston,Jan-Michael Vincent,2,1500000,7.5
James Wan,Barbara Hershey,53991137,Lin Shaye,Philip Friedman,1,1500000,6.8
Alex Cox,Tracey Walter,,Del Zamora,Miguel Sandoval,3,1500000,6.9
Fabián Bielinsky,Gastón Pauls,1221261,Ricardo Darín,Leticia Brédice,0,1500000,7.9
Dror Moreh,Yuval Diskin,2408553,Ami Ayalon,Yaakov Peri,3,,7.6
Rebecca Miller,Susanna Thompson,712294,Beau Bridges,Ryan McDonald,1,1500000,6.7
Maggie Carey,Alia Shawkat,3447339,Donald Glover,Scott Porter,7,1500000,5.8
Roger Avary,Salvator Xuereb,418953,Eric Stoltz,Jean-Hugues Anglade,0,1500000,6.5
Henry Bean,Theresa Russell,406035,Ryan Gosling,Summer Phoenix,0,1500000,7.2
David Gordon Green,Connor Paolo,402820,Michael Angarano,Tom Noonan,0,,6.9
Simeon Rice,Lisa Brave,,Ward G. Smith,Malone Thomas,1,1500000,5.5
Brad Anderson,Brendan Sexton III,373967,Paul Guilfoyle,Larry Fessenden,0,1500000,6.5
Jeff Garlin,Jeff Garlin,194568,Jessy Schram,Joey Slotnick,0,1500000,6.2
Qasim Basir,Nia Long,,Dorian Missick,Evan Ross,1,,6.7
Adam Green,Kane Hodder,,Joel David Moore,Joel Murray,0,1500000,5.7
Charles Chaplin,Stanley Blystone,163245,Paulette Goddard,Fred Malatesta,1,1500000,8.6
Pete Jones,Aidan Quinn,119841,Brian Dennehy,Bonnie Hunt,1,1500000,6.5
Bruce Campbell,Dan Hicks,173066,Ted Raimi,Timothy Patrick Quill,1,1500000,6.3
Mark Brown,Monica Calhoun,92362,Vivica A. Fox,Garrett Morris,7,1500000,4.3
Adam Carolla,Jim O'Heir,105943,Jay Mohr,David Alan Grier,0,1500000,6.1
Ira Sachs,Jenny O'Hara,,Rip Torn,Darren E. Burrows,0,1500000,6
John Sayles,John Arcilla,183490,Brian Lee Franklin,Ronnie Lazaro,0,1700000,5.8
Bruce McDonald,Georgina Reilly,3478,Stephen McHattie,Boyd Banks,0,1500000,6.7
James Mottern,Joey Lauren Adams,52166,Jimmy Bennett,Matthew Lawrence,3,2000000,6.7
Jaime Zevallos,Jaime Zevallos,,Angela Sarafyan,Michael Elian,1,1500000,7.6
Rob Zombie,Dee Wallace,1163508,Sid Haig,Michael Berryman,1,2500000,5.1
Gerard Johnstone,Bruce Hopkins,,Morgana O'Reilly,Cameron Rhodes,3,350000,6.8
Robert Greenwald,Jon Hunter,,Lee Scott,Matt Hunter,0,1500000,6.8
David Ray,Sarah Lind,,Nicole Muñoz,Kyla Wise,2,1500000,6.8
Dave Rodriguez,Michael Rapaport,,Chazz Palminteri,Paul Sorvino,2,1500000,6.3
Nae Caranfil,Joe Armstrong,,Monica Barladeanu,Martin Hancock,2,5000000,7.1
David Winning,Amber Marshall,,Ashanti,John DeSantis,0,1500000,2.8
Frank Lotito,Jake Busey,,Brighton Sharbino,Tim Guinee,,2000000,8.2
Timothy Woodward Jr.,Johnny Messner,,Katrina Law,Michael Paré,3,1500000,3.1
Christopher McQuarrie,Robert Duvall,80033643,Tom Cruise,David Oyelowo,2,60000000,7
Tara Subkoff,Balthazar Getty,,Timothy Hutton,Lydia Hearst,1,1500000,3.3
Russell Friedenberg,Glen Powell,,Rudy Youngblood,Kiowa Gordon,,2000000,3.6
William Cottrell,Billy Gilbert,184925485,Adriana Caselotti,Lucille La Verne,1,2000000,7.7
Lucrecia Martel,Mercedes Morán,304124,Mía Maestro,María Alche,0,1400000,6.7
Edward Dmytryk,Woody Strode,,Brigitte Bardot,Honor Blackman,2,1455000,5.5
Zak Penn,Gabriel Beristain,36830,Zak Penn,John Bailey,0,1400000,6.6
Alex Ranarivelo,Christina Moore,,Lea Thompson,Cullen Douglas,,2000000,4.8
Jon Knautz,Adam DiMarco,,Camren Bicondova,Chasty Ballesteros,0,3150000,5.5
Mathieu Amalric,Léa Drucker,231186,Mathieu Amalric,Laurent Poitrenaux,0,,6.3
David Worth,Jonathan Mangum,,Jessica Szohr,Angela Jones,0,1400000,6.9
Leslie H. Martinson,Cesar Romero,,Burgess Meredith,Burt Ward,1,1377800,6.5
Guy Ritchie,Jason Flemyng,3650677,Jason Statham,Dexter Fletcher,1,960000,8.2
Robert M. Young,Bruce McGill,,Barry Corbin,Ned Beatty,0,1250000,7.1
,Michael Douglas,,Karl Malden,,0,,7.3
Thomas Vinterberg,Paprika Steen,1647780,Ulrich Thomsen,Trine Dyrholm,1,1300000,8.1
Steve Buscemi,Debi Mazar,695229,Steve Buscemi,Carol Kane,1,1300000,7.2
Ham Tran,Kieu Chinh,638951,Long Nguyen,Cat Ly,2,1592000,7.4
Rich Cowan,Karen Allen,609042,Eric Dane,Peter Coyote,2,1300000,6.5
Boris Rodriguez,Thure Lindhardt,1521,Stephen McHattie,Georgina Reilly,0,1500000,5.7
Harold Becker,Miko Hughes,32940507,Bruce Willis,Carrie Preston,1,60000000,6.1
,Tucker Smallwood,,James Morrison,Kristen Cloke,0,5000000,7.7
Sadyk Sher-Niyaz,Aziz Muradillayev,,Elina Abai Kyzy,Mirlan Abdulayev,1,1400000,8.7
Paul Donovan,Lenore Zann,,Maury Chaykin,Tim Choate,0,1750000,4.3
Jonathan Kesselman,Adam Goldberg,19539,Judy Greer,Tony Cox,1,1000000,6.2
Arjun Sablok,Uday Chopra,100358,Abhishek Bachchan,Samantha McLeod,2,1500000,3.3
Craig Moss,Bryan Callen,,Noureen DeWulf,Matt Crabtree,3,1300000,2.7
Tyler Oliver,Chloe Bridges,,Bella Thorne,Christopher Atkins,1,1300000,5.2
Alfred Hitchcock,Joan Fontaine,,Laurence Olivier,George Sanders,2,1288000,8.2
Steve Miner,Adrienne King,19100000,Betsy Palmer,Amy Steel,0,1250000,6.1
Billy Wilder,Jane Wyman,,Ray Milland,Frank Faylen,4,1250000,8
Douglas Cheek,John Heard,,Daniel Stern,Sam McMurray,0,1250000,5.5
Youssef Delara,Jenni Rivera,2833383,Noel Gugliemi,Jorge Diaz,1,427000,5.7
Deryck Broom,Omar Benson Miller,,Vic Mignogna,Anupam Kher,0,15000000,3.7
Henry Hathaway,Jean Peters,,Joseph Cotten,Will Wright,0,1250000,7.1
John Ford,Walter Pidgeon,,Roddy McDowall,Barry Fitzgerald,5,1250000,7.8
,Riley Keough,,Mary Lynn Rajskub,Paul Sparks,0,,7.3
Spike Lee,Elvis Nolasco,,Rami Malek,Felicia Pearson,0,1420000,4.1
Steven Soderbergh,Laura San Giacomo,24741700,Peter Gallagher,Steven Brill,2,1200000,7.2
James Wan,Monica Potter,55153403,Michael Emerson,Shawnee Smith,0,1200000,7.7
Jay Chandrasekhar,Daniel von Bargen,18488314,Geoffrey Arend,Jay Chandrasekhar,0,1200000,7.1
Giovanni Zelko,Harry Lennix,,Zuhair Haddad,Ben Youcef,6,1300000,7.6
Claudia Sainte-Luce,Vera Wilson,11278,Ximena Ayala,José Manuel Orozco Angulo,0,1300000,7
Scott Derrickson,Jon Hamm,79363785,Keanu Reeves,Juan Riedinger,0,80000000,5.5
Mira Nair,Randeep Hooda,13876974,Naseeruddin Shah,Lillete Dubey,0,7000000,7.4
Kenneth Lonergan,Rory Culkin,9180275,Matthew Broderick,Gaby Hoffmann,0,1200000,7.7
Alfred Hitchcock,John Forsythe,,Jerry Mathers,Royal Dano,0,1200000,7.2
Paul McGuigan,Morgan Freeman,22494487,Bruce Willis,Dorian Missick,3,27000000,7.8
Jamie Babbit,Clea DuVall,2199853,Natasha Lyonne,Eddie Cibrian,1,1200000,6.6
David Boyd,Drew Waters,2859955,Vivica A. Fox,Scott Elrod,2,1200000,6
Quentin Tarantino,Steve Buscemi,2812029,Quentin Tarantino,Chris Penn,0,1200000,8.4
Walter Lang,Nigel Bruce,,Spring Byington,Gale Sondergaard,1,,6.5
Sergio Leone,Luigi Pistilli,6100000,Clint Eastwood,Enzo Petito,3,1200000,8.9
Anna Muylaert,Regina Casé,375723,Alex Huszar,Luis Miranda,1,4000000,7.9
Steve Taylor,Marshall Allman,594904,Jason Marsden,Eric Lange,0,1200000,6
Kurt Voss,Coyote Shivers,58936,Lemmy,Zoë Poledouris,0,1200000,6.1
Léa Pool,,24784,,,0,1200000,7.4
James David Pasternak,Sarah Silverman,7826,Robin Williams,Jonathan Winters,10,1200000,6.2
Laurent Bouhnik,Johnny Amaro,,Déborah Révy,Yassine Azzouz,1,1500000,5.6
Tom Sanchez,Antonio Arrué,3830,Nataniel Sánchez,Juan Carlos Montoya,3,1200000,7.2
David Caffrey,Scott Adsit,,Marley Shelton,Jim Cody Williams,1,,6.1
Adam Jay Epstein,Denise Boutte,,Rich Ceraulo,Vanessa Lee Chester,6,,3.8
Michael Curtiz,David Niven,,Errol Flynn,Spring Byington,3,1200000,7.1
Justin Thomas Ostensen,Kristin Booth,,Michael Berryman,Michael Eisner,2,1200000,4.5
Brenton Spencer,Victor Zinck Jr.,,Christie Burke,Chelsey Reist,0,1200000,3.8
Rob Bowman,Jacob Vargas,2850263,Alanna Ubach,Brittney Powell,0,2600000,6.2
Ossie Davis,Cleavon Little,,Redd Foxx,Calvin Lockhart,1,1200000,6.6
Jay Alaimo,Sabrina Carmichael,,William McNamara,Patrick Muldoon,0,1200000,4.6
Dylan Bank,Deirdre Lorenz,,Seregon O'Dassey,Dustin Diamond,1,1200000,4.2
Rob McKittrick,Dane Cook,16101109,Ryan Reynolds,Vanessa Lengies,3,3000000,6.8
Shane Meadows,Gary Stretch,6013,Paddy Considine,George Newton,0,695393,7.7
,John Jarratt,,Richard Cawthorne,Lucy Fry,0,,7.1
Jeff Burr,Clu Gulager,1400000,Terry Kiser,Susan Tyrrell,0,1100000,5.9
Harry Gantz,,247740,,,0,,4.7
Guy Maddin,CindyMarie Small,39659,Sarah Murphy-Dyson,Brent Neale,1,1600000,7
Regardt van den Bergh,Frank Rautenbach,,Sean Cameron Michael,Jeanne Neilson,2,10000000,6.9
Panos Cosmatos,Marilyn Norry,56129,Chris Gauthier,Eva Bourne,1,1100000,6.1
Gareth Evans,Yayan Ruhian,4105123,Iko Uwais,Donny Alamsyah,0,1100000,7.6
Matthew R. Anderson,Vernon Wells,,Johnny Pacar,Matthew R. Anderson,1,1100000,3
Joe Marino,Anella Vastola,,Piero Maggiò,Joe Marino,0,1100000,2.6
Michael Curtiz,Claude Rains,,Humphrey Bogart,Conrad Veidt,4,950000,8.6
Joel Anderson,Rosie Traynor,,Talia Zucker,Martin Sharpe,0,1400000,6.1
Shimit Amin,Shazahn Padamsee,,Ranbir Kapoor,Gauhar Khan,1,,7.5
Douglas Trumbull,Ron Rifkin,,Bruce Dern,Jesse Vint,1,1000000,6.7
John G. Avildsen,Burgess Meredith,117235247,Sylvester Stallone,Carl Weathers,0,960000,8.1
Mona Fastvold,Brady Corbet,,Christopher Abbott,Gitte Witt,1,1100000,4.9
John Carpenter,Hal Holbrook,21378000,Jamie Lee Curtis,Janet Leigh,0,1000000,6.8
Tony Richardson,Susannah York,,Albert Finney,Hugh Griffith,1,1000000,6.8
Levan Gabriadze,Renee Olstead,31537320,Shelley Hennig,Heather Sossaman,0,1000000,5.7
Martin Scorsese,Albert Brooks,,Robert De Niro,Peter Boyle,1,1300000,8.3
Joe Dante,Robert Picardo,17986000,Patrick Macnee,Dee Wallace,0,1000000,6.6
Terence Young,Jack Lord,16067035,Ursula Andress,Lois Maxwell,4,1100000,7.3
Bradley Parker,Ingrid Bolsø Berdal,18112929,Jesse McCartney,Jonathan Sadowski,0,1000000,5
Clive Barker,Ashley Laurence,14564027,Andrew Robinson,Clare Higgins,0,1000000,7
Harold Cronk,Robin Givens,20773070,Benjamin A. Onyango,Maria Canals-Barrera,11,5000000,3.4
Jeff Wadlow,Gary Cole,10042266,Julian Morris,Lindy Booth,0,1000000,5.9
Takao Okawara,Naomi Nishida,10037390,Hiroshi Abe,Sakae Kimura,0,1000000000,6
Derek Cianfrance,Mike Vogel,9701559,Ryan Gosling,John Doman,0,3500000,7.4
Duncan Tucker,Felicity Huffman,9013113,Kevin Zegers,Paul Borghese,2,1000000,7.4
William Brent Bell,Claudiu Trandafir,53245055,Fernanda Andrade,Brian Johnson,0,1000000,4.2
Russ Meyer,Cynthia Myers,9000000,Charles Napier,Harrison Page,8,900000,6.2
Robert D. Webb,Neville Brand,,James Drury,Debra Paget,1,1000000,6.2
Davis Guggenheim,Al Gore,23808111,Billy West,,0,,7.5
Allan Dwan,Richard Jaeckel,,James Brown,Forrest Tucker,0,1000000,7.2
Martin Scorsese,Keith Richards,5355376,Mick Jagger,Albert Maysles,0,,7.2
Eli Roth,Richard Burgi,7186670,Daryl Sabara,Magda Apanowicz,0,6000000,5.4
Andrew Steggall,Alex Lawther,,Juliet Stevenson,Niamh Cusack,0,1100000,7
Ben Lewin,Adam Arkin,5997134,W. Earl Brown,Rhea Perlman,3,1000000,7.2
Robert Kenner,Eric Schlosser,4417124,Michael Pollan,Barbara Kowalcyk,0,,7.9
Andrew Erwin,Robert Amaya,5355847,Rachel Hendrix,Jason Burkey,1,,6.8
Brad Anderson,Callie Thorne,3386698,Philip Seymour Hoffman,Holland Taylor,1,1000000,6.7
Jason Reitman,Jennifer Garner,143492840,J.K. Simmons,Rainn Wilson,0,7500000,7.5
Craig Johnson,Boyd Holbrook,5283379,Ty Burrell,Kathleen Rose Perkins,2,,6.8
Sean Durkin,Julia Garner,2981638,Christopher Abbott,Brady Corbet,0,,6.9
Gillian Robespierre,Jenny Slate,3122616,Gaby Hoffmann,Jake Lacy,1,,6.8
Courtney Hunt,Michael O'Keefe,2508841,Charlie McDermott,Misty Upham,1,1000000,7.2
Morgan Neville,Lou Adler,4946250,Sheryl Crow,Merry Clayton,0,1000000,7.4
James Toback,Natasha Gregson Wagner,1950218,Robert Downey Jr.,Angel David,3,1000000,5.6
Nicole Holofcener,Anne Heche,1277257,Kevin Corrigan,Vincent Pastore,2,1000000,6.8
Peter Cattaneo,Mark Addy,45857453,Tom Wilkinson,Lesley Sharp,3,3500000,7.2
Chris Paine,Phyllis Diller,1677838,Ed Begley Jr.,Colette Divine,0,1000000,7.7
Greg Berlanti,Nia Long,1744858,Justin Theroux,Mary McCormack,1,1000000,7
Don Coscarelli,Ossie Davis,,Daniel Roebuck,Ella Joyce,2,1000000,7.2
Rob Letterman,Dylan Minnette,80021740,Odeya Rush,Ken Marino,4,58000000,6.4
Marc Levin,Saul Williams,982214,Sonja Sohn,Bonz Malone,0,1000000,7.2
Richard Dutcher,Frank Gerrish,798341,Wilford Brimley,Rick Macy,0,1000000,7.2
Khalid Mohamed,Manoj Bajpayee,610991,Karisma Kapoor,Jaya Bhaduri,3,1000000,6.2
Mel Brooks,Sid Caesar,,Madeline Kahn,Dom DeLuise,0,11000000,6.9
Trey Parker,Dian Bachar,582024,Trey Parker,Matt Stone,0,1000000,6.2
David Gordon Green,Paul Schneider,548712,Zooey Deschanel,Shea Whigham,0,2500000,6.9
Finn Taylor,Cathy Moriarty,464655,David Arquette,Kathryn Erbe,0,1000000,7
Karen Moncrieff,Agnes Bruckner,464126,Frances Fisher,A.J. Buckley,0,1000000,6.7
José Luis Valenzuela,Lupe Ontiveros,428535,Cheech Marin,Robert Beltran,1,1000000,3.6
Gia Coppola,Nat Wolff,750100,James Franco,Olivia Crocicchia,0,,6.3
Scandar Copti,Scandar Copti,621240,Shahir Kabaha,Ranin Karim,6,,7.4
Goran Dukic,Patrick Fugit,104077,Leslie Bibb,Chase Ellison,2,1000000,7.4
Mike Cahill,Cara Seymour,334658,Steven Yeun,Venida Evans,0,,7.3
Efram Potelle,Elden Henson,279282,Shiri Appleby,Kathleen Quinlan,2,1000000,6.1
Peter Jackson,AJ Michalka,43982842,Michael Imperioli,Tom McCarthy,1,65000000,6.7
Joshua Oppenheimer,Herman Koto,484221,Anwar Congo,Syamsul Arifin,1,1000000,8.2
Alex Gibney,George W. Bush,274661,Alex Gibney,Greg D'Agostino,0,1000000,7.7
Paul Crowder,Marv Albert,144431,Pelé,Ahmet Ertegun,0,1000000,7.3
Rohit Jagessar,Rufus Graham,227241,Kumar Gaurav,Aasheekaa Bathija,0,,7.4
Griffin Dunne,Fisher Stevens,112521,Mira Sorvino,Melissa Gilbert,1,,5.7
Anthony Powell,Tom Hamann,287761,Josh Swanson,Anthony Powell,1,1000000,7.6
Kief Davidson,Brian Whitaker,100240,G.W. Krauss,Jason Bateman,0,1000000,6.8
Johnny Remo,Randy Wayne,96734,Matthew Ziff,Raquel Elizabeth Ames,3,1000000,5.6
Vivek Agnihotri,Anil Kapoor,49000,Emraan Hashmi,Sunil Shetty,5,1500000,4.8
Ti West,Greta Gerwig,100659,Lena Dunham,Dee Wallace,0,900000,6.4
Nick Tomnay,Clayne Crawford,48430,David Hyde Pierce,Nathaniel Parker,1,500000,6.8
John Hamburg,Michael Lerner,21210,Harvey Fierstein,Josh Pais,0,1000000,6.1
Nickolas Perry,Patsy Kensit,,Patrick Renna,Adrienne Frantz,2,1000000,5.2
Dan Zukovic,Louis Mustillo,22434,Yul Vazquez,James Lorinz,1,,6.9
Craig Mazin,James Gunn,12996,Judy Greer,Jamie Kennedy,0,1000000,6
Becky Smith,Emily Baldoni,,Will Rothhaar,Hallee Hirsh,1,1000000,6.3
Eric Nicholas,Ana Claudia Talancón,10018,Jordana Spiro,Jonathon Trent,0,1000000,6.1
